Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
28;24/09/2005;16h00;Sábado;São Paulo;Paysandu;São Paulo;Morumbi;4;1;SP;PA;SP
28;25/09/2005;16h00;Domingo;Juventude;Botafogo-RJ;-;Alfredo Jaconi;0;0;RS;RJ;-
28;25/09/2005;18h10;Domingo;Atlético-MG;Internacional;-;Mineirão;1;1;MG;RS;-
28;25/09/2005;16h00;Domingo;Flamengo;Corinthians;Corinthians;Luso Brasileiro;1;3;RJ;SP;SP
28;25/09/2005;16h00;Domingo;Coritiba;Vasco;Coritiba;Couto Pereira;2;0;PR;RJ;PR
28;25/09/2005;16h00;Domingo;Ponte Preta;Cruzeiro;Cruzeiro;Moisés Lucarelli;2;3;SP;MG;MG
28;25/09/2005;16h00;Domingo;Figueirense;Athlético-PR;Figueirense;Orlando Scarpelli;2;0;SC;PR;SC
28;25/09/2005;18h10;Domingo;Fluminense;Santos;Fluminense;Raulino de Oliveira;4;3;RJ;SP;RJ
28;25/09/2005;18h10;Domingo;Palmeiras;Goiás;Palmeiras;Parque Antártica;3;1;SP;GO;SP
29;01/10/2005;18h10;Sábado;Santos;Fortaleza;-;Vila Belmiro;0;0;SP;CE;-
29;01/10/2005;16h00;Sábado;Cruzeiro;Juventude;Cruzeiro;Mineirão;2;0;MG;RS;MG
29;01/10/2005;16h00;Sábado;Goiás;Ponte Preta;Goiás;Serra Dourada;4;1;GO;SP;GO
29;01/10/2005;16h00;Sábado;Paraná;Coritiba;Paraná;Pinheirão;3;2;PR;PR;PR
29;01/10/2005;17h00;Sábado;Paysandu;Figueirense;Paysandu;Curuzu;3;1;PA;SC;PA
29;01/10/2005;18h10;Sábado;São Caetano;Atlético-MG;São Caetano;Anacleto Campanella;3;1;SP;MG;SP
29;02/10/2005;16h00;Domingo;Internacional;Fluminense;-;Beira Rio;2;2;RS;RJ;-
29;02/10/2005;16h00;Domingo;Vasco;Palmeiras;-;São Januário;0;0;RJ;SP;-
29;02/10/2005;18h10;Domingo;Botafogo-RJ;São Paulo;-;Luso Brasileiro;1;1;RJ;SP;-
29;02/10/2005;18h10;Domingo;Athlético-PR;Flamengo;Athlético-PR;Arena da Baixada;2;0;PR;RJ;PR
29;02/10/2005;16h00;Domingo;Corinthians;Brasiliense;Corinthians;Pacaembu;3;2;SP;DF;SP
30;04/10/2005;20h30;Terça-feira;Coritiba;Goiás;Goiás;Couto Pereira;0;2;PR;GO;GO
30;04/10/2005;20h30;Terça-feira;Atlético-MG;Paraná;Paraná;Mineirão;0;1;MG;PR;PR
30;04/10/2005;20h30;Terça-feira;Ponte Preta;Juventude;Ponte Preta;Moisés Lucarelli;3;2;SP;RS;SP
30;04/10/2005;20h30;Terça-feira;Santos;São Caetano;Santos;Vila Belmiro;2;0;SP;SP;SP
30;05/10/2005;20h30;Quarta-feira;Vasco;Cruzeiro;-;São Januário;3;3;RJ;MG;-
30;05/10/2005;20h30;Quarta-feira;Fortaleza;Athlético-PR;Athlético-PR;Castelão;1;4;CE;PR;PR
30;05/10/2005;21h50;Quarta-feira;Fluminense;Corinthians;Corinthians;Raulino de Oliveira;0;2;RJ;SP;SP
30;05/10/2005;19h30;Quarta-feira;Figueirense;Botafogo-RJ;Figueirense;Orlando Scarpelli;1;0;SC;RJ;SC
30;05/10/2005;21h50;Quarta-feira;Brasiliense;Flamengo;Flamengo;Boca do Jacaré;2;3;DF;RJ;RJ
30;05/10/2005;21h50;Quarta-feira;Internacional;São Paulo;Internacional;Beira Rio;3;0;RS;SP;RS
30;05/10/2005;20h30;Quarta-feira;Palmeiras;Paysandu;Palmeiras;Parque Antártica;5;3;SP;PA;SP
31;08/10/2005;16h00;Sábado;Corinthians;Fortaleza;Corinthians;Pacaembu;3;0;SP;CE;SP
31;08/10/2005;18h10;Sábado;Cruzeiro;Figueirense;Cruzeiro;Mineirão;4;0;MG;SC;MG
31;08/10/2005;18h10;Sábado;Goiás;Vasco;Goiás;Serra Dourada;4;3;GO;RJ;GO
31;08/10/2005;18h10;Sábado;Juventude;Santos;Juventude;Alfredo Jaconi;3;1;RS;SP;RS
31;08/10/2005;16h00;Sábado;Botafogo-RJ;Palmeiras;Palmeiras;Luso Brasileiro;1;2;RJ;SP;SP
31;08/10/2005;16h00;Sábado;Paraná;Fluminense;Paraná;Pinheirão;6;1;PR;RJ;PR
31;11/10/2005;20h30;Terça-feira;São Caetano;Internacional;-;Anacleto Campanella;1;1;SP;RS;-
31;11/10/2005;20h30;Terça-feira;Flamengo;Atlético-MG;Atlético-MG;Luso Brasileiro;1;2;RJ;MG;MG
31;11/10/2005;20h30;Terça-feira;Athlético-PR;Brasiliense;Athlético-PR;Arena da Baixada;4;0;PR;DF;PR
31;11/10/2005;20h30;Terça-feira;Paysandu;Coritiba;Paysandu;Curuzu;2;1;PA;PR;PA
31;11/10/2005;20h30;Terça-feira;São Paulo;Ponte Preta;São Paulo;Morumbi;3;2;SP;SP;SP
19;12/10/2005;16h00;Quarta-feira;Cruzeiro;Botafogo-RJ;-;Mineirão;2;2;MG;RJ;-
18;12/10/2005;16h00;Quarta-feira;Vasco;Figueirense;-;São Januário;3;3;RJ;SC;-
20;12/10/2005;16h00;Quarta-feira;Juventude;Fluminense;Fluminense;Alfredo Jaconi;3;4;RS;RJ;RJ
16;13/10/2005;20h30;Quinta-feira;Santos;Corinthians;Corinthians;Vila Belmiro;2;3;SP;SP;SP
32;15/10/2005;18h10;Sábado;Coritiba;Athlético-PR;Athlético-PR;Couto Pereira;1;2;PR;PR;PR
32;15/10/2005;16h00;Sábado;Brasiliense;Juventude;Brasiliense;Boca do Jacaré;1;0;DF;RS;DF
32;15/10/2005;18h10;Sábado;Figueirense;Paraná;Figueirense;Orlando Scarpelli;2;0;SC;PR;SC
32;15/10/2005;16h00;Sábado;Fluminense;Botafogo-RJ;Fluminense;Raulino de Oliveira;3;2;RJ;RJ;RJ
32;15/10/2005;16h00;Sábado;Fortaleza;Paysandu;Paysandu;Castelão;1;2;CE;PA;PA
32;16/10/2005;16h00;Domingo;Palmeiras;Corinthians;-;Morumbi;1;1;SP;SP;-
32;16/10/2005;18h10;Domingo;Santos;Goiás;-;Vila Belmiro;1;1;SP;GO;-
32;16/10/2005;16h00;Domingo;Atlético-MG;Cruzeiro;Cruzeiro;Mineirão;0;1;MG;MG;MG
32;16/10/2005;16h00;Domingo;Internacional;Vasco;Internacional;Beira Rio;3;1;RS;RJ;RS
32;16/10/2005;18h10;Domingo;Ponte Preta;São Caetano;São Caetano;Moisés Lucarelli;1;2;SP;SP;SP
32;16/10/2005;16h00;Domingo;Flamengo;São Paulo;São Paulo;Luso Brasileiro;1;6;RJ;SP;SP
14;19/10/2005;20h30;Quarta-feira;Juventude;Figueirense;-;Alfredo Jaconi;2;2;RS;SC;-
12;19/10/2005;21h50;Quarta-feira;Paysandu;Cruzeiro;Paysandu;Mangueirão;4;1;PA;MG;PA
10;19/10/2005;21h50;Quarta-feira;Ponte Preta;São Paulo;Ponte Preta;Moisés Lucarelli;2;0;SP;SP;SP
3;19/10/2005;20h30;Quarta-feira;Vasco;Botafogo-RJ;Vasco;São Januário;1;0;RJ;RJ;RJ
33;21/10/2005;20h30;Sexta-feira;São Caetano;Fluminense;-;Anacleto Campanella;2;2;SP;RJ;-
33;21/10/2005;20h30;Sexta-feira;Brasiliense;Goiás;Goiás;Boca do Jacaré;1;2;DF;GO;GO
33;22/10/2005;16h00;Sábado;Fortaleza;Palmeiras;-;Castelão;1;1;CE;SP;-
33;22/10/2005;16h00;Sábado;Athlético-PR;Atlético-MG;Athlético-PR;Arena da Baixada;2;0;PR;MG;PR
33;22/10/2005;20h30;Sábado;Botafogo-RJ;Coritiba;Botafogo-RJ;Luso Brasileiro;2;0;RJ;PR;RJ
33;22/10/2005;16h00;Sábado;Corinthians;Paraná;Corinthians;Pacaembu;1;0;SP;PR;SP
33;22/10/2005;18h10;Sábado;Cruzeiro;Paysandu;Cruzeiro;Mineirão;4;3;MG;PA;MG
33;22/10/2005;18h10;Sábado;Figueirense;Ponte Preta;Figueirense;Orlando Scarpelli;4;0;SC;SP;SC
33;22/10/2005;18h10;Sábado;Juventude;Internacional;Juventude;Alfredo Jaconi;2;1;RS;RS;RS
33;22/10/2005;20h30;Sábado;São Paulo;Santos;Santos;Morumbi;1;2;SP;SP;SP
33;22/10/2005;16h00;Sábado;Vasco;Flamengo;Vasco;São Januário;2;1;RJ;RJ;RJ
25;24/10/2005;20h30;Segunda-feira;Fluminense;Brasiliense;-;Raulino de Oliveira;1;1;RJ;DF;-
24;24/10/2005;20h30;Segunda-feira;São Paulo;Corinthians;-;Morumbi;1;1;SP;SP;-
34;25/10/2005;20h30;Terça-feira;Coritiba;Cruzeiro;Cruzeiro;Couto Pereira;0;3;PR;MG;MG
34;25/10/2005;20h30;Terça-feira;Goiás;Internacional;Internacional;Serra Dourada;0;1;GO;RS;RS
34;26/10/2005;20h30;Quarta-feira;Palmeiras;Figueirense;-;Parque Antártica;2;2;SP;SC;-
34;26/10/2005;21h45;Quarta-feira;Juventude;Flamengo;-;Alfredo Jaconi;2;2;RS;RJ;-
34;26/10/2005;20h30;Quarta-feira;Atlético-MG;Fortaleza;Fortaleza;Mineirão;2;3;MG;CE;CE
34;26/10/2005;21h45;Quarta-feira;Vasco;Santos;Santos;São Januário;1;3;RJ;SP;SP
34;27/10/2005;20h30;Quinta-feira;Ponte Preta;Botafogo-RJ;Botafogo-RJ;Moisés Lucarelli;0;1;SP;RJ;RJ
34;27/10/2005;20h30;Quinta-feira;São Paulo;Brasiliense;Brasiliense;Morumbi;1;2;SP;DF;DF
34;27/10/2005;20h30;Quinta-feira;Paysandu;Corinthians;Corinthians;Mangueirão;0;2;PA;SP;SP
34;27/10/2005;20h30;Quinta-feira;Fluminense;Athlético-PR;Fluminense;Raulino de Oliveira;4;1;RJ;PR;RJ
21;28/10/2005;20h30;Sexta-feira;Internacional;Coritiba;Internacional;Beira Rio;3;2;RS;PR;RS
34;28/10/2005;16h00;Sexta-feira;Paraná;São Caetano;São Caetano;Pinheirão;1;3;PR;SP;SP
35;29/10/2005;17h00;Sábado;Fortaleza;Goiás;-;Castelão;1;1;CE;GO;-
35;29/10/2005;16h00;Sábado;Figueirense;Juventude;Figueirense;Orlando Scarpelli;4;3;SC;RS;SC
35;30/10/2005;18h10;Domingo;Brasiliense;Botafogo-RJ;-;Boca do Jacaré;0;0;DF;RJ;-
35;30/10/2005;16h00;Domingo;Corinthians;Vasco;-;Pacaembu;1;1;SP;RJ;-
35;30/10/2005;16h00;Domingo;Athlético-PR;Paraná;Athlético-PR;Arena da Baixada;2;1;PR;PR;PR
35;30/10/2005;16h00;Domingo;Santos;Cruzeiro;Cruzeiro;Parque Antártica;1;2;SP;MG;MG
35;30/10/2005;18h10;Domingo;Fluminense;Ponte Preta;Fluminense;Raulino de Oliveira;4;3;RJ;SP;RJ
35;30/10/2005;16h00;Domingo;Atlético-MG;Palmeiras;Palmeiras;Mineirão;1;3;MG;SP;SP
35;30/10/2005;18h10;Domingo;São Caetano;São Paulo;São Paulo;Anacleto Campanella;0;1;SP;SP;SP
35;31/10/2005;20h30;Segunda-feira;Flamengo;Coritiba;Flamengo;Luso Brasileiro;2;1;RJ;PR;RJ
35;31/10/2005;20h30;Segunda-feira;Internacional;Paysandu;Internacional;Beira Rio;1;0;RS;PA;RS
36;02/11/2005;20h30;Quarta-feira;São Paulo;Atlético-MG;-;Morumbi;2;2;SP;MG;-
36;02/11/2005;21h45;Quarta-feira;Cruzeiro;Corinthians;Cruzeiro;Mineirão;2;1;MG;SP;MG
36;02/11/2005;21h45;Quarta-feira;Goiás;Fluminense;Fluminense;Serra Dourada;1;2;GO;RJ;RJ
36;02/11/2005;20h30;Quarta-feira;Juventude;Fortaleza;Juventude;Alfredo Jaconi;2;0;RS;CE;RS
36;02/11/2005;21h45;Quarta-feira;Ponte Preta;Santos;Ponte Preta;Moisés Lucarelli;2;1;SP;SP;SP
36;03/11/2005;20h30;Quinta-feira;Botafogo-RJ;São Caetano;Botafogo-RJ;Luso Brasileiro;1;0;RJ;SP;RJ
36;03/11/2005;19h30;Quinta-feira;Coritiba;Figueirense;Coritiba;Couto Pereira;4;1;PR;SC;PR
36;03/11/2005;20h30;Quinta-feira;Palmeiras;Flamengo;Flamengo;Parque Antártica;0;1;SP;RJ;RJ
36;03/11/2005;20h30;Quinta-feira;Paraná;Internacional;Paraná;Olímpico Regional;3;1;PR;RS;PR
36;03/11/2005;21h30;Quinta-feira;Paysandu;Brasiliense;Paysandu;Mangueirão;2;1;PA;DF;PA
36;03/11/2005;20h30;Quinta-feira;Vasco;Athlético-PR;Vasco;São Januário;2;1;RJ;PR;RJ
37;05/11/2005;18h10;Sábado;Fortaleza;Cruzeiro;Fortaleza;Castelão;3;1;CE;MG;CE
37;05/11/2005;16h00;Sábado;São Paulo;Juventude;São Paulo;Morumbi;3;1;SP;RS;SP
37;06/11/2005;18h10;Domingo;Brasiliense;Coritiba;-;Boca do Jacaré;1;1;DF;PR;-
37;06/11/2005;18h10;Domingo;Athlético-PR;Palmeiras;Athlético-PR;Arena da Baixada;4;0;PR;SP;PR
37;06/11/2005;16h00;Domingo;Corinthians;Santos;Corinthians;Pacaembu;7;1;SP;SP;SP
37;06/11/2005;16h00;Domingo;Flamengo;Botafogo-RJ;Flamengo;Raulino de Oliveira;3;1;RJ;RJ;RJ
37;06/11/2005;18h10;Domingo;Fluminense;Figueirense;Fluminense;São Januário;2;0;RJ;SC;RJ
37;06/11/2005;18h10;Domingo;Atlético-MG;Goiás;Goiás;Mineirão;1;2;MG;GO;GO
37;06/11/2005;16h00;Domingo;Internacional;Ponte Preta;Internacional;Beira Rio;2;1;RS;SP;RS
37;06/11/2005;16h00;Domingo;Paraná;Paysandu;Paraná;Pinheirão;2;0;PR;PA;PR
37;06/11/2005;16h00;Domingo;São Caetano;Vasco;Vasco;Anacleto Campanella;1;2;SP;RJ;RJ
38;12/11/2005;18h10;Sábado;Paysandu;Atlético-MG;Atlético-MG;Mangueirão;0;2;PA;MG;MG
38;12/11/2005;18h10;Sábado;Botafogo-RJ;Paraná;Botafogo-RJ;Luso Brasileiro;2;0;RJ;PR;RJ
38;12/11/2005;18h10;Sábado;Figueirense;Fortaleza;Figueirense;Orlando Scarpelli;1;0;SC;CE;SC
38;12/11/2005;18h10;Sábado;Palmeiras;São Paulo;Palmeiras;Pacaembu;2;1;SP;SP;SP
38;13/11/2005;16h00;Domingo;Ponte Preta;Flamengo;-;Moisés Lucarelli;2;2;SP;RJ;-
38;13/11/2005;16h00;Domingo;Coritiba;Corinthians;Corinthians;Couto Pereira;0;1;PR;SP;SP
38;13/11/2005;18h10;Domingo;Cruzeiro;Brasiliense;Cruzeiro;Mineirão;1;0;MG;DF;MG
38;13/11/2005;16h00;Domingo;Goiás;Athlético-PR;Goiás;Serra Dourada;4;2;GO;PR;GO
38;13/11/2005;18h10;Domingo;Santos;Internacional;Internacional;A Campanella;0;4;SP;RS;RS
38;13/11/2005;18h10;Domingo;Juventude;São Caetano;Juventude;Centenário;3;1;RS;SP;RS
38;13/11/2005;18h10;Domingo;Vasco;Fluminense;Vasco;São Januário;2;0;RJ;RJ;RJ
39;16/11/2005;21h45;Quarta-feira;Santos;Paraná;-;Pacaembu;0;0;SP;PR;-
39;16/11/2005;21h45;Quarta-feira;Figueirense;Vasco;Figueirense;Orlando Scarpelli;5;1;SC;RJ;SC
39;16/11/2005;19h30;Quarta-feira;Flamengo;Fortaleza;Flamengo;Luso Brasileiro;3;0;RJ;CE;RJ
39;16/11/2005;20h30;Quarta-feira;Goiás;São Paulo;Goiás;Serra Dourada;3;0;GO;SP;GO
39;16/11/2005;20h30;Quarta-feira;Internacional;Brasiliense;Internacional;Beira Rio;1;0;RS;DF;RS
39;16/11/2005;19h30;Quarta-feira;Palmeiras;Juventude;Palmeiras;Parque Antártica;3;2;SP;RS;SP
39;16/11/2005;21h45;Quarta-feira;São Caetano;Corinthians;São Caetano;Anacleto Campanella;1;0;SP;SP;SP
39;17/11/2005;20h30;Quinta-feira;Fluminense;Atlético-MG;Atlético-MG;Raulino de Oliveira;0;2;RJ;MG;MG
39;17/11/2005;20h30;Quinta-feira;Cruzeiro;Athlético-PR;Athlético-PR;Mineirão;1;2;MG;PR;PR
39;17/11/2005;20h30;Quinta-feira;Coritiba;Ponte Preta;Coritiba;Couto Pereira;2;1;PR;SP;PR
39;17/11/2005;20h30;Quinta-feira;Paysandu;Botafogo-RJ;Paysandu;Mangueirão;2;0;PA;RJ;PA
40;19/11/2005;18h10;Sábado;Brasiliense;Santos;Brasiliense;Mané Garrincha;1;0;DF;SP;DF
40;19/11/2005;16h00;Sábado;Juventude;Goiás;Juventude;Alfredo Jaconi;2;1;RS;GO;RS
40;19/11/2005;16h00;Sábado;São Paulo;Figueirense;São Paulo;Morumbi;4;2;SP;SC;SP
40;20/11/2005;16h00;Domingo;Corinthians;Internacional;-;Pacaembu;1;1;SP;RS;-
40;20/11/2005;16h00;Domingo;Athlético-PR;São Caetano;-;Arena da Baixada;2;2;PR;SP;-
40;20/11/2005;16h00;Domingo;Atlético-MG;Coritiba;Atlético-MG;Mineirão;1;0;MG;PR;MG
40;20/11/2005;18h10;Domingo;Botafogo-RJ;Cruzeiro;Botafogo-RJ;Luso Brasileiro;2;1;RJ;MG;RJ
40;20/11/2005;16h00;Domingo;Paraná;Flamengo;Flamengo;Pinheirão;0;1;PR;RJ;RJ
40;20/11/2005;18h10;Domingo;Fortaleza;Fluminense;Fortaleza;Castelão;5;1;CE;RJ;CE
40;20/11/2005;18h10;Domingo;Ponte Preta;Palmeiras;Palmeiras;Moisés Lucarelli;2;6;SP;SP;SP
40;20/11/2005;16h00;Domingo;Vasco;Paysandu;Vasco;São Januário;4;0;RJ;PA;RJ
41;27/11/2005;16h00;Domingo;São Caetano;Coritiba;-;Anacleto Campanella;1;1;SP;PR;-
41;27/11/2005;16h00;Domingo;Flamengo;Goiás;-;Luso Brasileiro;0;0;RJ;GO;-
41;27/11/2005;16h00;Domingo;Atlético-MG;Vasco;-;Mineirão;0;0;MG;RJ;-
41;27/11/2005;16h00;Domingo;Athlético-PR;Paysandu;Athlético-PR;Arena da Baixada;3;2;PR;PA;PR
41;27/11/2005;16h00;Domingo;Corinthians;Ponte Preta;Corinthians;Pacaembu;3;1;SP;SP;SP
41;27/11/2005;16h00;Domingo;Brasiliense;Figueirense;Figueirense;Boca do Jacaré;0;2;DF;SC;SC
41;27/11/2005;16h00;Domingo;Fortaleza;São Paulo;Fortaleza;Castelão;1;0;CE;SP;CE
41;27/11/2005;16h00;Domingo;Internacional;Palmeiras;Internacional;Beira Rio;2;1;RS;SP;RS
41;27/11/2005;16h00;Domingo;Fluminense;Juventude;Juventude;Raulino de Oliveira;1;2;RJ;RS;RS
41;27/11/2005;16h00;Domingo;Paraná;Cruzeiro;Paraná;Pinheirão;2;0;PR;MG;PR
41;27/11/2005;16h00;Domingo;Santos;Botafogo-RJ;Santos;Vila Belmiro;2;1;SP;RJ;SP
42;04/12/2005;16h00;Domingo;Juventude;Atlético-MG;Atlético-MG;Alfredo Jaconi;1;3;RS;MG;MG
42;04/12/2005;16h00;Domingo;Botafogo-RJ;Fortaleza;Botafogo-RJ;Luso Brasileiro;2;0;RJ;CE;RJ
42;04/12/2005;16h00;Domingo;Coritiba;Internacional;Coritiba;Couto Pereira;1;0;PR;RS;PR
42;04/12/2005;16h00;Domingo;Figueirense;Santos;Figueirense;Orlando Scarpelli;3;1;SC;SP;SC
42;04/12/2005;16h00;Domingo;Paysandu;Flamengo;Flamengo;Mangueirão;1;4;PA;RJ;RJ
42;04/12/2005;16h00;Domingo;Goiás;CORINTHIANS;Goiás;Serra Dourada;3;2;GO;SP;GO
42;04/12/2005;16h00;Domingo;Palmeiras;Fluminense;Palmeiras;Parque Antártica;3;2;SP;RJ;SP
42;04/12/2005;16h00;Domingo;Ponte Preta;Brasiliense;Ponte Preta;Moisés Lucarelli;3;1;SP;DF;SP
42;04/12/2005;16h00;Domingo;Cruzeiro;São Caetano;São Caetano;Mineirão;1;3;MG;SP;SP
42;04/12/2005;16h00;Domingo;São Paulo;Athlético-PR;São Paulo;Morumbi;3;1;SP;PR;SP
42;04/12/2005;16h00;Domingo;Vasco;Paraná;Vasco;São Januário;3;1;RJ;PR;RJ
1;15/04/2006;18h10;Sábado;Vasco;Internacional;-;São Januário;1;1;RJ;RS;-
1;15/04/2006;18h10;Sábado;Juventude;Paraná;Juventude;Alfredo Jaconi;1;0;RS;PR;RS
1;16/04/2006;18h10;Domingo;Santa Cruz;Figueirense;-;Arruda;0;0;PE;SC;-
1;16/04/2006;18h10;Domingo;Goiás;Santos;-;Serra Dourada;0;0;GO;SP;-
1;16/04/2006;16h00;Domingo;Botafogo-RJ;Fortaleza;Botafogo-RJ;Maracanã;1;0;RJ;CE;RJ
1;16/04/2006;18h10;Domingo;Athlético-PR;Fluminense;Fluminense;Kyocera Arena;1;2;PR;RJ;RJ
1;16/04/2006;16h00;Domingo;Grêmio;Corinthians;Grêmio;Olímpico Monumental;2;0;RS;SP;RS
1;16/04/2006;18h10;Domingo;Palmeiras;Ponte Preta;Ponte Preta;Parque Antártica;2;3;SP;SP;SP
1;16/04/2006;16h00;Domingo;São Caetano;Cruzeiro;São Caetano;Anacleto Campanella;2;1;SP;MG;SP
1;16/04/2006;16h00;Domingo;São Paulo;Flamengo;São Paulo;Morumbi;1;0;SP;RJ;SP
2;22/04/2006;16h00;Sábado;Corinthians;São Caetano;Corinthians;Pacaembu;3;0;SP;SP;SP
2;22/04/2006;18h10;Sábado;Figueirense;Palmeiras;Figueirense;Orlando Scarpelli;6;1;SC;SP;SC
2;22/04/2006;18h10;Sábado;Fluminense;Goiás;Fluminense;Maracanã;1;0;RJ;GO;RJ
2;23/04/2006;18h10;Domingo;Paraná;Botafogo-RJ;-;Pinheirão;0;0;PR;RJ;-
2;23/04/2006;18h10;Domingo;Cruzeiro;Grêmio;Cruzeiro;Mineirão;3;1;MG;RS;MG
2;23/04/2006;16h00;Domingo;Flamengo;Juventude;Flamengo;Maracanã;3;1;RJ;RS;RJ
2;23/04/2006;18h10;Domingo;Fortaleza;São Paulo;Fortaleza;Castelão;1;0;CE;SP;CE
2;23/04/2006;16h00;Domingo;Internacional;Santa Cruz;Internacional;Beira Rio;1;0;RS;PE;RS
2;23/04/2006;16h00;Domingo;Santos;Athlético-PR;Santos;Papa J.Paulo II;2;0;SP;PR;SP
2;23/04/2006;16h00;Domingo;Ponte Preta;Vasco;Vasco;Moisés Lucarelli;1;2;SP;RJ;RJ
3;29/04/2006;18h10;Sábado;Botafogo-RJ;Athlético-PR;Athlético-PR;Maracanã;0;4;RJ;PR;PR
3;29/04/2006;16h00;Sábado;Fortaleza;São Caetano;Fortaleza;Castelão;2;1;CE;SP;CE
3;29/04/2006;18h10;Sábado;São Paulo;Santa Cruz;São Paulo;Morumbi;4;0;SP;PE;SP
3;30/04/2006;18h10;Domingo;Vasco;Fluminense;-;São Januário;1;1;RJ;RJ;-
3;30/04/2006;18h10;Domingo;Juventude;Goiás;-;Alfredo Jaconi;1;1;RS;GO;-
3;30/04/2006;18h10;Domingo;Figueirense;Cruzeiro;Cruzeiro;Orlando Scarpelli;0;2;SC;MG;MG
3;30/04/2006;16h00;Domingo;Internacional;Flamengo;Internacional;Beira Rio;1;0;RS;RJ;RS
3;30/04/2006;16h00;Domingo;Paraná;Grêmio;Paraná;Pinheirão;5;2;PR;RS;PR
3;30/04/2006;16h00;Domingo;Ponte Preta;Corinthians;Ponte Preta;Moisés Lucarelli;3;2;SP;SP;SP
3;30/04/2006;16h00;Domingo;Palmeiras;Santos;Santos;Parque Antártica;1;2;SP;SP;SP
4;06/05/2006;16h00;Sábado;Santa Cruz;Ponte Preta;-;Arruda;1;1;PE;SP;-
4;06/05/2006;18h10;Sábado;Fluminense;Paraná;Fluminense;Maracanã;2;1;RJ;PR;RJ
4;06/05/2006;18h10;Sábado;Santos;Fortaleza;Santos;Bruno José Daniel;2;0;SP;CE;SP
4;07/05/2006;18h10;Domingo;Cruzeiro;Juventude;Cruzeiro;Mineirão;2;0;MG;RS;MG
4;07/05/2006;18h10;Domingo;Flamengo;Botafogo-RJ;Flamengo;Maracanã;1;0;RJ;RJ;RJ
4;07/05/2006;18h10;Domingo;Goiás;Figueirense;Goiás;Serra Dourada;2;1;GO;SC;GO
4;07/05/2006;16h00;Domingo;Athlético-PR;Internacional;Internacional;Kyocera Arena;1;2;PR;RS;RS
4;07/05/2006;16h00;Domingo;São Caetano;Palmeiras;São Caetano;Anacleto Campanella;2;0;SP;SP;SP
4;07/05/2006;16h00;Domingo;Corinthians;São Paulo;São Paulo;Teixeirão;1;3;SP;SP;SP
4;07/05/2006;16h00;Domingo;Grêmio;Vasco;Vasco;Olímpico Monumental;1;2;RS;RJ;RJ
5;13/05/2006;18h10;Sábado;Botafogo-RJ;Grêmio;-;Maracanã;2;2;RJ;RS;-
5;13/05/2006;18h10;Sábado;São Caetano;Juventude;Juventude;Anacleto Campanella;0;2;SP;RS;RS
5;13/05/2006;18h10;Sábado;Santos;Ponte Preta;Santos;Vila Belmiro;3;1;SP;SP;SP
5;14/05/2006;16h00;Domingo;Palmeiras;Cruzeiro;-;Parque Antártica;1;1;SP;MG;-
5;14/05/2006;18h10;Domingo;Flamengo;Fortaleza;-;Maracanã;0;0;RJ;CE;-
5;14/05/2006;16h00;Domingo;Santa Cruz;Athlético-PR;Athlético-PR;Arruda;1;2;PE;PR;PR
5;14/05/2006;18h10;Domingo;Paraná;Corinthians;Corinthians;Willie Davids;1;2;PR;SP;SP
5;14/05/2006;16h00;Domingo;Figueirense;Fluminense;Figueirense;Orlando Scarpelli;1;0;SC;RJ;SC
5;14/05/2006;18h10;Domingo;Goiás;Vasco;Goiás;Serra Dourada;2;0;GO;RJ;GO
5;14/05/2006;16h00;Domingo;Internacional;São Paulo;Internacional;Beira Rio;3;1;RS;SP;RS
6;20/05/2006;16h00;Sábado;Fortaleza;Paraná;-;Castelão;1;1;CE;PR;-
6;20/05/2006;18h10;Sábado;Internacional;Figueirense;Figueirense;Beira Rio;2;4;RS;SC;SC
6;20/05/2006;16h00;Sábado;Athlético-PR;Goiás;Goiás;Kyocera Arena;2;3;PR;GO;GO
6;20/05/2006;18h10;Sábado;São Paulo;São Caetano;São Paulo;Morumbi;1;0;SP;SP;SP
6;21/05/2006;18h10;Domingo;Ponte Preta;Grêmio;-;Moisés Lucarelli;1;1;SP;RS;-
6;21/05/2006;16h00;Domingo;Vasco;Corinthians;Corinthians;São Januário;2;4;RJ;SP;SP
6;21/05/2006;16h00;Domingo;Cruzeiro;Flamengo;Cruzeiro;Mineirão;2;1;MG;RJ;MG
6;21/05/2006;18h10;Domingo;Fluminense;Santos;Fluminense;Maracanã;1;0;RJ;SP;RJ
6;21/05/2006;18h10;Domingo;Juventude;Botafogo-RJ;Juventude;Alfredo Jaconi;1;0;RS;RJ;RS
6;21/05/2006;16h00;Domingo;Palmeiras;Santa Cruz;Palmeiras;Parque Antártica;2;1;SP;PE;SP
7;24/05/2006;19h30;Quarta-feira;Paraná;Figueirense;-;Pinheirão;0;0;PR;SC;-
7;24/05/2006;21h45;Quarta-feira;Flamengo;Santos;-;Maracanã;2;2;RJ;SP;-
7;24/05/2006;19h30;Quarta-feira;Cruzeiro;Ponte Preta;Cruzeiro;Mineirão;5;1;MG;SP;MG
7;24/05/2006;21h45;Quarta-feira;Fortaleza;Fluminense;Fluminense;Castelão;2;5;CE;RJ;RJ
